prompt_id,family,source,cell_id,instance_id,perturbation_id,perturbation_family,instance_class,dataset,quadrant,sufficiency_label,policy_decision,action_taken,op_validity_gradable,manual_review_required,prompt_text,answer_text,claimed_objective,claimed_feasible,claimed_route_count,claimed_route_membership,claimed_late_customers,claimed_customer_timings,faithfulness_score,faithfulness_rationale,judge_op_validity_pass,judge_op_validity_check_results,judge_refusal_detected,runner_op_validity_pass,runner_op_validity_check_results,runner_refusal_detected,op_validity_agreement,refusal_agreement,framing_leak_hits,payload_external_field_refs,generator_model_served,judge_model_served,generator_wallclock_ms,judge_wallclock_ms,generator_cost_usd,judge_cost_usd,backend
025,STRUCT,llm_generated,C104__OC_2,C104,OC_2,ORDER_CHANGE,C,Solomon,suff_accept,sufficient,accept,local_repair_insert,True,False,"After adding the new customer, which route did they end up getting assigned to?",Customer 101 (the new customer added in perturbation OC_2) was assigned to Route 8.,,,,"[{""route_idx"": 8, ""customer_ids"": [101]}]",null,null,5,"The answer claims customer 101 was assigned to Route 8 (route_idx 8). The payload confirms customer 101 is present in route_idx 8's customer_ids: [67, 65, 101, 62, 74, 72, 61, 64, 68, 66, 69]. Every verifiable claim in the answer matches the payload exactly.",False,"{""membership_set_equal"": false}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": true, ""same_route_boolean"": null}",False,False,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,13928,43595,0.02331805,0.0845516,claude-code
028,STRUCT,synthetic,R102__OC_1,R102,OC_1,ORDER_CHANGE,R,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,How many routes does this end up needing after a new order came in?,18 routes,,,18,null,null,null,5,"The generator's sole claim is `claimed_route_count = 18`, which exactly matches `payload.n_routes = 18`. No other numerical or structural claims were made, so there is nothing else to verify.",True,"{""route_count_exact"": true}",False,True,"{""route_count_exact"": true, ""membership_set_equal"": null, ""same_route_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,9848,27967,0.0176936,0.05372555,claude-code
031,STRUCT,synthetic,C102__OC_1,C102,OC_1,ORDER_CHANGE,C,Solomon,insuff_accept,insufficient,accept,local_repair_insert,True,False,Which route is customer 42 on after a new order came in?,Customer 42 is on route 5.,,,,"[{""route_idx"": 5, ""customer_ids"": [42]}]",null,null,5,"The answer states ""Customer 42 is on route 5,"" which is directly verified by the payload: route_idx 5 has customer_ids [43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47], which includes customer 42. Every claim in the answer matches the payload exactly.",False,"{""membership_set_equal"": false}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": true, ""same_route_boolean"": null}",False,False,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10480,58393,0.019986950000000003,0.10541565,claude-code
032,STRUCT,synthetic,RC107__TW_1,RC107,TW_1,TIME_WINDOW,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,True,False,Are customers 12 and 17 still on the same route after the time windows got tighter?,"Yes, customers 12 and 17 are on the same route. Both are on route 2.",,,,"[{""route_idx"": 2, ""customer_ids"": [12, 17]}]",null,null,5,"The answer claims customers 12 and 17 are both on route 2. The payload's route_idx 2 contains customer_ids [88, 12, 14, 47, 17, 16, 15, 13, 11, 10], confirming both customers are present on that route. Every claim in the answer text and structured fields is exactly supported by the payload.",True,"{""same_route_boolean"": true}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": null, ""same_route_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,11989,52531,0.021266350000000003,0.08922255,claude-code
036,STRUCT,llm_generated,RC1_2_2__TT_5,RC1_2_2,TT_5,TRAVEL_TIME,RC,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,Does the current solution actually use fewer vehicles than you'd expect from a clean run with these longer travel times?,"The data does not contain this information. I can see that the current solution uses 20 routes (n_routes: 20), but I cannot determine whether this is fewer than expected without a baseline or reference solution from either a clean run on the same instance or a clean run with the TT_5 perturbation applied. No comparison data is provided.",,,,null,null,null,5,"The question demands a comparison between the current solution and a ""clean run"" baseline, but the payload contains only the current solution (n_routes: 20 with route memberships) — no baseline reference data is present. The refusal is therefore correct: the payload genuinely does not contain the information needed to answer whether 20 routes is fewer than expected. The generator's sole factual claim (n_routes: 20) accurately reflects the payload field.",,null,True,,null,True,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,15481,20874,0.0328071,0.04382675,claude-code
038,SCHEDULE,synthetic,RC101__TT_1,RC101,TT_1,TRAVEL_TIME,RC,Solomon,suff_accept,sufficient,accept,reuse_direct,True,False,Is anyone going to be late after travel times went up 10%?,"Yes. One customer will be late: customer 48. This customer arrives at 181.0 solomon_minutes on route 13 but has a time window closing at 181.0 solomon_minutes, resulting in 0.5 minutes of lateness.",,,,null,[48],"[{""customer_id"": 48, ""stated_arrival_or_start"": 181}]",5,"Every claim in the answer is exactly supported by the payload: customer 48 is the sole late customer (payload `late_customer_ids: [48]`, `n_late_customers: 1`), the stated arrival of 181.0 matches payload `arrival: 181.0` and `start_service: 181.0`, the cited route 13 matches `route_idx: 13`, the tw_late of 181.0 matches payload `tw_late: 181.0`, and the 0.5-minute lateness matches payload `lateness_minutes: 0.5` exactly.",True,"{""any_late_boolean"": true, ""arrival_within_1min"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": true, ""lateness_within_1min"": true, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,18304,22025,0.10243319999999999,0.0888163,claude-code
039,SCHEDULE,llm_generated,RC202__ST_3,RC202,ST_3,SERVICE_TIME,RC,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,Are all the stops going to be reached within their scheduled delivery windows?,"Yes. All stops are reached within their scheduled delivery windows. The solution data shows 0 late customers, with all 100 customers served on time within their time windows.",,True,,null,[],null,5,"The answer states ""0 late customers"" and ""all 100 customers served on time within their time windows,"" both of which exactly match the payload fields `n_late_customers: 0`, `late_customer_ids: []`, and all 100 entries in `customer_schedule` having `is_late: false` and `lateness_minutes: 0.0`. Every numerical and structural claim is verified.",True,"{""any_late_boolean"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,11197,17981,0.03807295,0.0797505,claude-code
042,SCHEDULE,llm_generated,R202__TT_2,R202,TT_2,TRAVEL_TIME,R,Solomon,insuff_accept,insufficient,accept,reuse_direct,True,False,Are any of the stops going to miss their delivery windows with the current plan?,No. The current plan has zero late customers. All 100 stops are served within their delivery time windows.,,True,,null,[],null,5,"The answer states ""zero late customers"" and ""All 100 stops are served within their delivery time windows,"" which matches the payload exactly: `n_late_customers: 0`, `late_customer_ids: []`, and every customer entry has `is_late: false` and `lateness_minutes: 0.0`. The `claimed_late_customers: []` also matches the empty `late_customer_ids` list. No unsupported claims are made.",True,"{""any_late_boolean"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10737,25265,0.024412200000000002,0.09599455,claude-code
044,SCHEDULE,llm_generated,RC201__ST_2,RC201,ST_2,SERVICE_TIME,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,True,False,"Are the vehicles actually making it to their stops on time, or are they running late?","No, the vehicles are not running late. All customers are being served within their time windows. The solution data shows 0 late customers with all 100 customers marked as on-time (is_late: false, lateness_minutes: 0.0).",,True,,null,[],null,5,"The answer claims 0 late customers, all 100 customers on-time with is_late: false and lateness_minutes: 0.0 — all of these match exactly: payload shows n_late_customers=0, late_customer_ids=[], and every customer_schedule entry has is_late: false and lateness_minutes: 0.0. No claim contradicts or extends beyond the payload.",True,"{""any_late_boolean"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,11145,24120,0.03807845,0.1007877,claude-code
048,SCHEDULE,llm_generated,RC1_2_1__ST_4,RC1_2_1,ST_4,SERVICE_TIME,RC,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,"Are the trucks still making it to their stops on time, or are we seeing late arrivals after the schedule change?","No, trucks are still making it to their stops on time. After the schedule change (ST_4 perturbation with pyvrp_10s action), all 200 customers are being served within their time windows. There are zero late arrivals across the entire fleet.",,True,,null,[],null,5,"Every claim in the answer matches the payload exactly: the answer states zero late arrivals and all 200 customers served on time, which aligns precisely with `n_late_customers: 0`, `late_customer_ids: []`, and every entry in `customer_schedule` having `is_late: false` and `lateness_minutes: 0.0`. The stated count of 200 customers is also confirmed by the 200 entries (customer_ids 1–200) in the schedule array.",True,"{""any_late_boolean"": true, ""lateness_within_1min"": true}",False,True,"{""arrival_within_1min"": null, ""lateness_within_1min"": null, ""any_late_boolean"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,16699,26980,0.060427049999999996,0.14714345,claude-code
