prompt_id,family,source,cell_id,instance_id,perturbation_id,perturbation_family,instance_class,dataset,quadrant,sufficiency_label,policy_decision,action_taken,op_validity_gradable,manual_review_required,prompt_text,answer_text,claimed_objective,claimed_feasible,claimed_route_count,claimed_route_membership,claimed_late_customers,claimed_customer_timings,faithfulness_score,faithfulness_rationale,judge_op_validity_pass,judge_op_validity_check_results,judge_refusal_detected,runner_op_validity_pass,runner_op_validity_check_results,runner_refusal_detected,op_validity_agreement,refusal_agreement,framing_leak_hits,payload_external_field_refs,generator_model_served,judge_model_served,generator_wallclock_ms,judge_wallclock_ms,generator_cost_usd,judge_cost_usd,backend
011,OBJ,synthetic,C205__ST_4,C205,ST_4,SERVICE_TIME,C,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,Is the cost up or down compared to before service times went up 100%?,"The cost is up. The objective increased from 588.9 to 763.5, a rise of 174.6 units (29.65% increase).",763.5,,,null,null,null,5,"Every claim in the answer matches the payload exactly: the directional ""up"" is correct (763.5 > 588.9), the baseline value 588.9 matches `baseline_objective`, the action value 763.5 matches `action_objective`, the absolute delta 174.6 matches `objective_delta_absolute`, and the percent 29.65% matches `objective_delta_percent`. No discrepancies of any kind.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,16400,14078,0.01617655,0.0356065,claude-code
012,OBJ,llm_generated,C1_2_1__TT_5,C1_2_1,TT_5,TRAVEL_TIME,C,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,True,False,What's the total cost of this plan compared to what a full re-solve would give us?,This plan costs 3306.1 solomon_distance units. A full re-solve would give 2703.3 solomon_distance units. The current plan is 602.8 units (22.3%) worse than the full re-solve.,3306.1,,,null,null,null,5,"Every numerical claim in the answer matches the payload exactly: the plan cost of 3306.1 matches `action_objective`, the re-solve baseline of 2703.3 matches `baseline_objective`, the absolute delta of 602.8 matches `objective_delta_absolute`, and the percentage of 22.3% matches `objective_delta_percent`. No invented or mismatched values.",True,"{""objective_within_0_5_pct"": true}",False,True,"{""objective_within_0_5_pct"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,11095,16503,0.0164223,0.03851045,claude-code
013,PLAN_VALIDITY,llm_generated,R202__OC_1,R202,OC_1,ORDER_CHANGE,R,Solomon,suff_accept,sufficient,accept,local_repair_insert,True,False,"After we slotted in the new customer, does the updated plan still hold up within all the usual constraints?","Yes. The updated plan is feasible. All constraints are satisfied: capacity is OK, time windows are OK, and coverage is OK. No customers are left unserved.",,True,,null,null,null,5,"Every claim in the answer maps exactly to the payload: `claimed_feasible = true` matches `payload.feasible = true`; the three sub-constraint claims (capacity OK, time windows OK, coverage OK) match `feasibility_breakdown.capacity_ok/time_windows_ok/coverage_ok = true`; ""no customers left unserved"" matches `n_unserved_customers = 0`. No unsupported assertions were made.",True,"{""feasibility_exact_match"": true}",False,True,"{""feasibility_exact_match"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,14131,14272,0.0144542,0.037593749999999995,claude-code
014,PLAN_VALIDITY,llm_generated,R208__OC_3,R208,OC_3,ORDER_CHANGE,R,Solomon,suff_accept,sufficient,accept,local_repair_insert,False,False,"After adding the new customers, can the existing routes handle all of them, or are some going to get left out?","Yes, the existing routes can handle all the new customers. After the local repair insertion, zero customers are left unserved. Coverage is complete: all customers added in the OC_3 perturbation are accommodated within the existing route structure, with capacity and time window constraints satisfied.",,True,,null,null,null,5,"Every claim in the answer is precisely supported by the payload: ""existing routes can handle all new customers"" maps to `feasible: true`; ""zero customers are left unserved"" matches `n_unserved_customers: 0`; ""coverage is complete"" matches `coverage_ok: true`; ""capacity and time window constraints satisfied"" matches `capacity_ok: true` and `time_windows_ok: true`. No unsupported or invented claims are present.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,9255,17313,0.0147779,0.0367925,claude-code
015,PLAN_VALIDITY,synthetic,C2_2_1__TW_6,C2_2_1,TW_6,TIME_WINDOW,C,Homberger,suff_accept,sufficient,accept,reuse_direct,True,False,Does this plan still work after the time windows got tighter?,"Yes, the plan is still feasible after the time windows were tightened. All feasibility checks pass—capacity, time windows, and coverage are all satisfied. Zero customers are unserved.",,True,,null,null,null,5,"Every claim in the answer is exactly supported by the payload: `claimed_feasible = true` matches `payload.feasible = true`; the assertion that ""capacity, time windows, and coverage are all satisfied"" matches `feasibility_breakdown` (all three fields true); and ""zero customers are unserved"" matches `n_unserved_customers = 0`.",True,"{""feasibility_exact_match"": true}",False,True,"{""feasibility_exact_match"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,8084,15160,0.0142884,0.03673495,claude-code
016,PLAN_VALIDITY,synthetic,R104__TT_2,R104,TT_2,TRAVEL_TIME,R,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,Does this plan still work after travel times went up 20%?,"Yes, the plan is still feasible after travel times were increased by 20%. All capacity, time window, and coverage constraints are satisfied, and all customers are served.",,True,,null,[],null,5,"Every claim in the answer maps exactly to the payload: `claimed_feasible = true` matches `payload.feasible = true`; the individual constraint breakdowns (capacity, time windows, coverage) all correctly reflect `feasibility_breakdown.capacity_ok / time_windows_ok / coverage_ok = true`; and the assertion that all customers are served matches `n_unserved_customers = 0`. No unsupported or invented claims are present.",True,"{""feasibility_exact_match"": true}",False,True,"{""feasibility_exact_match"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,14353,18367,0.01636355,0.0393443,claude-code
017,PLAN_VALIDITY,synthetic,R207__TT_3,R207,TT_3,TRAVEL_TIME,R,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,False,False,Are we hitting any capacity issues after travel times went up 30%?,"No. The solution data shows capacity_ok: true with no capacity violations. The plan remains feasible after the 30% travel time increase, with all customers served and all constraints satisfied (capacity, time windows, and coverage).",,True,,null,null,null,5,"Every claim in the answer is directly supported by the payload: ""capacity_ok: true"" matches `feasibility_breakdown.capacity_ok: true`; ""plan remains feasible"" matches `feasible: true`; ""all customers served"" matches `n_unserved_customers: 0`; ""all constraints satisfied (capacity, time windows, and coverage)"" matches all three breakdown fields being true. No unsupported claims were made.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10310,14641,0.0146985,0.03725005,claude-code
018,PLAN_VALIDITY,llm_generated,RC1_2_1__TW_5,RC1_2_1,TW_5,TIME_WINDOW,RC,Homberger,suff_escal,sufficient,escalate,pyvrp_10s,False,False,"With the tighter delivery windows across the board, are all customers still reachable or do some have to be dropped from the schedule?","All customers are still reachable and served in the tightened schedule. The solution is feasible with zero unserved customers. The time windows feasibility check passes, indicating the delivery windows can be met for all customers within the routing solution.",,True,,null,null,null,5,"Every claim in the answer is exactly supported by the payload: ""all customers reachable and served"" maps to `n_unserved_customers: 0` and `coverage_ok: true`; ""solution is feasible"" maps to `feasible: true`; ""time windows feasibility check passes"" maps to `time_windows_ok: true`. No invented or unsupported claims.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,14859,16523,0.014148800000000001,0.0391099,claude-code
019,PLAN_VALIDITY,llm_generated,C201__OC_1,C201,OC_1,ORDER_CHANGE,C,Solomon,insuff_accept,insufficient,accept,local_repair_insert,True,False,"After adding the new customer and running the quick fix, does the updated plan still work within all your route constraints?","No. The updated plan does not work within all route constraints. The feasibility check shows the plan is infeasible due to time window violations. While capacity constraints are satisfied and all customers remain covered, the routing cannot serve all customers within their required time windows.",,False,,null,null,null,5,"Every claim in the answer matches the payload exactly: `claimed_feasible = false` matches `payload.feasible = false`; the stated cause of time window violations matches `infeasibility_kind: ""time_window""` and `time_windows_ok: false`; the assertion that capacity is satisfied matches `capacity_ok: true`; and the assertion that all customers are covered matches `coverage_ok: true` and `n_unserved_customers: 0`.",True,"{""feasibility_exact_match"": true}",False,True,"{""feasibility_exact_match"": true}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,8050,16391,0.01418535,0.036312199999999996,claude-code
020,PLAN_VALIDITY,llm_generated,RC103__ST_2,RC103,ST_2,SERVICE_TIME,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,False,True,"If jobs are taking longer to complete now, can all the stops on this route still be finished within their allowed windows?",No. The route plan is infeasible after the service time scaling (ST_2 perturbation). Time windows cannot be met—at least one stop cannot be completed within its allowed service window given the longer job durations.,,False,,null,null,null,5,"The answer states the plan is infeasible (matches `feasible: false`) and correctly identifies time windows as the binding constraint (matches `time_windows_ok: false` and `infeasibility_kind: ""time_window""`). No false claims are made about capacity or coverage, and no figures are invented.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,8676,24180,0.014180600000000002,0.03740435,claude-code
021,PLAN_VALIDITY,synthetic,RC203__ST_2,RC203,ST_2,SERVICE_TIME,RC,Solomon,insuff_accept,insufficient,accept,reuse_direct,False,False,Are we hitting any capacity issues after service times went up 25%?,"No. Capacity is fine (`capacity_ok: true`). The plan is infeasible, but the problem is time windows, not capacity. Service times going up 25% have pushed deliveries outside their time windows (`time_windows_ok: false`, `infeasibility_kind: ""time_window""`).",,False,,null,null,null,5,"Every claim in the answer is exactly supported by the payload: the answer correctly states capacity is fine (payload: `capacity_ok: true`), that the plan is infeasible (payload: `feasible: false`), and that the infeasibility is due to time windows, not capacity (payload: `time_windows_ok: false`, `infeasibility_kind: ""time_window""`). No unsupported or invented claims are present.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,9334,19375,0.014979800000000001,0.0441498,claude-code
022,PLAN_VALIDITY,synthetic,C107__TW_4,C107,TW_4,TIME_WINDOW,C,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,Did we end up dropping any customers after the time windows got tighter?,No. The data shows 0 unserved customers with an empty unserved customer list. All customers were served despite the tightened time windows.,,True,,null,[],null,5,"Every claim in the answer is exactly supported by the payload: the ""No"" / ""0 unserved customers"" maps to `n_unserved_customers: 0`; ""empty unserved customer list"" maps to `unserved_customer_ids: []`; ""all customers were served"" is confirmed by `feasibility_breakdown.coverage_ok: true`; and the implication that the tightened time windows did not break feasibility is confirmed by `feasibility_breakdown.time_windows_ok: true` and `feasible: true`. No claim deviates from the payload.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,13117,18663,0.016029650000000003,0.03647185,claude-code
023,PLAN_VALIDITY,synthetic,R106__TW_4,R106,TW_4,TIME_WINDOW,R,Solomon,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,Did we end up dropping any customers after the time windows got tighter?,No customers were dropped. The solution is feasible with all customers served (n_unserved_customers: 0).,,True,,null,null,null,5,"Every claim in the answer maps exactly to the payload: ""No customers were dropped"" is supported by `n_unserved_customers: 0` and `unserved_customer_ids: []`; ""solution is feasible"" matches `feasible: true`; the explicit citation of `n_unserved_customers: 0` is a verbatim match. No unsupported claims are made.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10893,17213,0.014158400000000002,0.03908785,claude-code
024,PLAN_VALIDITY,llm_generated,C1_2_1__ST_3,C1_2_1,ST_3,SERVICE_TIME,C,Homberger,insuff_escal,insufficient,escalate,pyvrp_10s,False,False,"With the longer service times at each stop, does this route plan still fit within the available working hours, or will some customers end up not getting visited?","Yes, the route plan still fits within available working hours. Despite the longer service times, all customers are served and all time windows are satisfied. No customers are left unvisited.",,True,,null,[],null,5,"Every claim in the answer matches the payload exactly: the answer states the plan ""fits within available working hours"" (payload: feasible=true, time_windows_ok=true), ""all customers are served"" (payload: n_unserved_customers=0, coverage_ok=true), and ""no customers are left unvisited"" (payload: unserved_customer_ids=[]). No invented or unsupported claims are present.",,null,False,,null,False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,9366,20937,0.014393800000000002,0.03702665,claude-code
025,STRUCT,llm_generated,C104__OC_2,C104,OC_2,ORDER_CHANGE,C,Solomon,suff_accept,sufficient,accept,local_repair_insert,True,False,"After adding the new customer, which route did they end up getting assigned to?","The data does not contain information about which customer ID(s) were newly added in the OC_2 perturbation, so I cannot identify which route the new customer(s) were assigned to.",,,,null,null,null,4,"The generator's sole factual assertion is that the payload ""does not contain information about which customer ID(s) were newly added."" At the schema level this is defensible — the payload fields (n_routes, routes[].customer_ids) carry no explicit ""new_customer_id"" label. However, customer 101 appears in route_idx 8 ([67, 65, 101, 62, 74, 72, 61, 64, 68, 66, 69]) and is trivially inferable as the added customer in a C104 (100-customer Solomon) instance, making the characterisation slightly imprecise rather than outright false. No numerical or structural claims contradict the payload, so faithfulness earns a 4.",False,"{""membership_set_equal"": false}",False,False,"{""route_count_exact"": null, ""membership_set_equal"": null, ""same_route_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,15830,83628,0.020963950000000002,0.12548445,claude-code
026,STRUCT,synthetic,C202__TW_3,C202,TW_3,TIME_WINDOW,C,Solomon,suff_accept,sufficient,accept,reuse_direct,True,False,How many routes does this end up needing after the time windows got tighter?,3 routes,,,3,null,null,null,5,"The answer claims exactly 3 routes (`claimed_route_count: 3`), which matches `payload.n_routes: 3` precisely. No other payload-covered claims were made, so there is nothing else to verify.",True,"{""route_count_exact"": true}",False,True,"{""route_count_exact"": true, ""membership_set_equal"": null, ""same_route_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,7320,23702,0.01340535,0.0530388,claude-code
027,STRUCT,llm_generated,C1_2_2__TW_5,C1_2_2,TW_5,TIME_WINDOW,C,Homberger,suff_accept,sufficient,accept,reuse_direct,False,False,Did the number of trucks needed change after we tightened the delivery windows?,"The data does not contain this information. The SOLUTION DATA shows that the perturbed solution (after tightening delivery windows) uses 20 trucks, but it does not include the baseline solution's truck count for instance C1_2_2 before the TW_5 perturbation was applied. To answer whether the number changed, I would need both the baseline and perturbed solution data.",,,,null,null,null,5,"The generator correctly identifies that the payload (n_routes: 20) only provides the post-perturbation solution and lacks the baseline truck count for C1_2_2 before TW_5 was applied. A comparison claim about whether the count *changed* requires both data points; the payload genuinely does not contain this information, making the refusal faithful.",,null,True,,null,True,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10806,21825,0.020157349999999997,0.043679499999999996,claude-code
028,STRUCT,synthetic,R102__OC_1,R102,OC_1,ORDER_CHANGE,R,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,How many routes does this end up needing after a new order came in?,18 routes,,,18,null,null,null,5,"The answer claims 18 routes (`claimed_route_count: 18`, `answer_text: ""18 routes""`), which exactly matches `payload.n_routes = 18`. No other numerical or structural claims were made, so there is nothing to penalize.",True,"{""route_count_exact"": true}",False,True,"{""route_count_exact"": true, ""membership_set_equal"": null, ""same_route_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,8731,21965,0.017754850000000003,0.05262575,claude-code
029,STRUCT,synthetic,R201__TT_3,R201,TT_3,TRAVEL_TIME,R,Solomon,suff_escal,sufficient,escalate,pyvrp_10s,True,False,Which route is customer 42 on after travel times went up 30%?,Customer 42 is on route 4.,,,,"[{""route_idx"": 4, ""customer_ids"": [42]}]",null,null,5,"The answer text claims ""Customer 42 is on route 4."" The payload's routes[4].customer_ids = [42, 15, 2, 73, 21, 40, 53, 87, 57, 43, 37, 100, 91, 93], confirming customer 42 is on route 4. The single factual claim is fully supported by the payload.",False,"{""membership_set_equal"": false}",False,True,"{""route_count_exact"": null, ""membership_set_equal"": true, ""same_route_boolean"": null}",False,False,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,10739,46825,0.020011750000000002,0.0913525,claude-code
030,STRUCT,llm_generated,R2_2_1__OC_5,R2_2_1,OC_5,ORDER_CHANGE,R,Homberger,suff_escal,sufficient,escalate,pyvrp_10s,True,False,Which customers got assigned to each vehicle after the new stops were added?,"Vehicle 0: 18, 67, 60, 184, 191, 200, 145, 122, 107, 138, 7, 156, 22, 55. Vehicle 1: 23, 77, 152, 139, 88, 103, 43, 92, 19, 120, 51, 172, 81, 59, 37, 49, 175, 39. Vehicle 2: 74, 192, 36, 33, 35, 177, 134, 63, 165, 3, 104, 106, 2, 82, 12, 109, 110, 182, 54, 190. Vehicle 3: 151, 21, 6, 40, 32, 13, 159, 187, 136, 24, 114, 127, 112, 80. Vehicle 4: 164, 183, 181, 78, 150, 57, 133, 17, 16, 89, 174, 70, 113, 25, 153, 169, 148. Vehicle 5: 34, 4, 100, 135, 170, 14, 180, 176, 98, 189, 83, 20, 30, 121, 46, 85, 87, 163. Vehicle 6: 45, 8, 26, 90, 166, 157, 84, 64, 58, 5, 173, 50, 86, 99. Vehicle 7: 61, 143, 119, 71, 48, 197, 167, 178, 101, 185, 42, 115. Vehicle 8: 41, 116, 56, 199, 47, 65, 118, 31, 132, 195, 15, 147, 29, 9, 129, 125, 160, 155, 140, 1, 72. Vehicle 9: 168, 201, 203, 202, 95, 194, 128, 44, 146, 193, 27, 68, 38, 124, 196, 102, 75, 69, 186, 96. Vehicle 10: 131, 62, 179, 137, 117, 162, 94, 149, 28, 108, 76, 188, 97, 52. Vehicle 11: 73, 79, 91, 161, 11, 141, 66, 142, 105, 123, 130, 198, 93, 10, 126, 154, 53, 171. Vehicle 12: 144, 158, 111.",,,13,"[{""route_idx"": 0, ""customer_ids"": [18, 67, 60, 184, 191, 200, 145, 122, 107, 138, 7, 156, 22, 55]}, {""route_idx"": 1, ""customer_ids"": [23, 77, 152, 139, 88, 103, 43, 92, 19, 120, 51, 172, 81, 59, 37, 49, 175, 39]}, {""route_idx"": 2, ""customer_ids"": [74, 192, 36, 33, 35, 177, 134, 63, 165, 3, 104, 106, 2, 82, 12, 109, 110, 182, 54, 190]}, {""route_idx"": 3, ""customer_ids"": [151, 21, 6, 40, 32, 13, 159, 187, 136, 24, 114, 127, 112, 80]}, {""route_idx"": 4, ""customer_ids"": [164, 183, 181, 78, 150, 57, 133, 17, 16, 89, 174, 70, 113, 25, 153, 169, 148]}, {""route_idx"": 5, ""customer_ids"": [34, 4, 100, 135, 170, 14, 180, 176, 98, 189, 83, 20, 30, 121, 46, 85, 87, 163]}, {""route_idx"": 6, ""customer_ids"": [45, 8, 26, 90, 166, 157, 84, 64, 58, 5, 173, 50, 86, 99]}, {""route_idx"": 7, ""customer_ids"": [61, 143, 119, 71, 48, 197, 167, 178, 101, 185, 42, 115]}, {""route_idx"": 8, ""customer_ids"": [41, 116, 56, 199, 47, 65, 118, 31, 132, 195, 15, 147, 29, 9, 129, 125, 160, 155, 140, 1, 72]}, {""route_idx"": 9, ""customer_ids"": [168, 201, 203, 202, 95, 194, 128, 44, 146, 193, 27, 68, 38, 124, 196, 102, 75, 69, 186, 96]}, {""route_idx"": 10, ""customer_ids"": [131, 62, 179, 137, 117, 162, 94, 149, 28, 108, 76, 188, 97, 52]}, {""route_idx"": 11, ""customer_ids"": [73, 79, 91, 161, 11, 141, 66, 142, 105, 123, 130, 198, 93, 10, 126, 154, 53, 171]}, {""route_idx"": 12, ""customer_ids"": [144, 158, 111]}]",null,null,5,"Every claimed route membership in the answer (routes 0–12) exactly matches the corresponding `customer_ids` arrays in the payload, and the claimed route count of 13 exactly matches `payload.n_routes = 13`. No discrepancies were found across any of the 13 routes.",True,"{""route_count_exact"": true, ""membership_set_equal"": true}",False,True,"{""route_count_exact"": true, ""membership_set_equal"": true, ""same_route_boolean"": null}",False,True,True,[],[],claude-haiku-4-5,claude-sonnet-4-6,18169,27263,0.035340399999999994,0.08274075,claude-code
