case_id,category,query,expected_ideal_behavior,family,scenario_id,phase,run_index,intent,behavior_class,answerability_status,evidence_count,answer_text_truncated,warning_kinds,validation_outcome,adapter_source,fallback_used,fallback_reason,d1_intent,llm_intent,compute_decision_mode,aspect_triggered,aspect_name,latency_ms,bucket,bucket_confidence,bucket_rationale,error,strict_bucket,strict_rationale
OP-006,orientation,Summarize the current situation.,direct_answer,PV,R202__OC_1,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.16,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-006,orientation,Summarize the current situation.,direct_answer,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.29,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-006,orientation,Summarize the current situation.,direct_answer,SCHEDULE,C105__TT_4,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,1.57,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-007,orientation,What's the perturbation doing to my routes?,direct_answer,OBJ,C202__TW_3,off,0,perturbation_summary,direct_answer,answerable,28,"This is a time-window perturbation. This stresses whether customers can still be served within their allowed service windows. Tightened windows make on-time delivery harder. Main fields to inspect: arrival_times, lateness, route_end_times. Objective 591.6.",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,0.17,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-007,orientation,What's the perturbation doing to my routes?,direct_answer,PV,R202__OC_1,off,0,perturbation_summary,direct_answer,answerable,28,"This is a customer-insertion perturbation. This stresses whether the plan can absorb additional customer orders. New customers must be assigned to a route while preserving feasibility and reasonable cost. Main fields to inspect: feasibility, n_routes, lateness, objective. The current solution is fea…",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,0.17,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-007,orientation,What's the perturbation doing to my routes?,direct_answer,STRUCT,C104__OC_2,off,0,perturbation_summary,direct_answer,answerable,28,"This is a customer-insertion perturbation. This stresses whether the plan can absorb additional customer orders. New customers must be assigned to a route while preserving feasibility and reasonable cost. Main fields to inspect: feasibility, n_routes, lateness, objective. 10 routes.",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,0.28,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-007,orientation,What's the perturbation doing to my routes?,direct_answer,SCHEDULE,C105__TT_4,off,0,perturbation_summary,direct_answer,answerable,28,"This is a travel-time perturbation. This stresses whether routes remain feasible and timely when travel times between customers change. Longer travel times push out arrivals and may break time-window or end-of-day constraints. Main fields to inspect: objective, arrival_times, lateness, route_end_tim…",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,1.46,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-008,orientation,Talk me through what happened here.,direct_answer,OBJ,C202__TW_3,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.16,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-008,orientation,Talk me through what happened here.,direct_answer,PV,R202__OC_1,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.16,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-008,orientation,Talk me through what happened here.,direct_answer,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.28,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-008,orientation,Talk me through what happened here.,direct_answer,SCHEDULE,C105__TT_4,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,1.52,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-300,orientation,Whats going on with this scenario?,direct_answer,OBJ,C202__TW_3,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.16,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-300,orientation,Whats going on with this scenario?,direct_answer,PV,R202__OC_1,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.16,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-300,orientation,Whats going on with this scenario?,direct_answer,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.28,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-300,orientation,Whats going on with this scenario?,direct_answer,SCHEDULE,C105__TT_4,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,1.57,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-301,orientation,give me the lowdown,direct_answer,OBJ,C202__TW_3,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.15,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-301,orientation,give me the lowdown,direct_answer,PV,R202__OC_1,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.15,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-301,orientation,give me the lowdown,direct_answer,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.26,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-301,orientation,give me the lowdown,direct_answer,SCHEDULE,C105__TT_4,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,1.47,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (acceptable for orientation)
OP-302,orientation,What is this pertubation doing?,direct_answer,OBJ,C202__TW_3,off,0,perturbation_summary,direct_answer,answerable,28,"This is a time-window perturbation. This stresses whether customers can still be served within their allowed service windows. Tightened windows make on-time delivery harder. Main fields to inspect: arrival_times, lateness, route_end_times. Objective 591.6.",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,0.16,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-302,orientation,What is this pertubation doing?,direct_answer,PV,R202__OC_1,off,0,perturbation_summary,direct_answer,answerable,28,"This is a customer-insertion perturbation. This stresses whether the plan can absorb additional customer orders. New customers must be assigned to a route while preserving feasibility and reasonable cost. Main fields to inspect: feasibility, n_routes, lateness, objective. The current solution is fea…",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,0.16,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-302,orientation,What is this pertubation doing?,direct_answer,STRUCT,C104__OC_2,off,0,perturbation_summary,direct_answer,answerable,28,"This is a customer-insertion perturbation. This stresses whether the plan can absorb additional customer orders. New customers must be assigned to a route while preserving feasibility and reasonable cost. Main fields to inspect: feasibility, n_routes, lateness, objective. 10 routes.",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,0.28,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-302,orientation,What is this pertubation doing?,direct_answer,SCHEDULE,C105__TT_4,off,0,perturbation_summary,direct_answer,answerable,28,"This is a travel-time perturbation. This stresses whether routes remain feasible and timely when travel times between customers change. Longer travel times push out arrivals and may break time-window or end-of-day constraints. Main fields to inspect: objective, arrival_times, lateness, route_end_tim…",,fallback_to_d1,d1,True,no_llm_client,perturbation_summary,,answer_from_payload,False,,1.47,ANSWERED_USEFULLY,high,"category-aligned intent=perturbation_summary, ev=28",,ANSWERED_USEFULLY,strict ok: overview intent perturbation_summary
OP-010,specific_diagnosis,How many late customers are there?,direct_answer,SCHEDULE,C105__TT_4,off,0,lateness_summary,direct_answer,answerable,2,All customers are served on time — no late deliveries in this plan.,,fallback_to_d1,d1,True,no_llm_client,lateness_summary,,answer_from_payload,False,,1.46,ANSWERED_USEFULLY,high,"category-aligned intent=lateness_summary, ev=2",,ANSWERED_USEFULLY,strict ok: specific intent lateness_summary
OP-011,specific_diagnosis,What's the objective?,direct_answer,OBJ,C202__TW_3,off,0,objective_value,direct_answer,answerable,2,The total cost of this plan is 591.6 (solomon_distance).,,fallback_to_d1,d1,True,no_llm_client,objective_value,,answer_from_payload,False,,0.16,ANSWERED_USEFULLY,high,"category-aligned intent=objective_value, ev=2",,ANSWERED_USEFULLY,strict ok: specific intent objective_value
OP-012,specific_diagnosis,When does route 3 finish?,direct_answer,SCHEDULE,C105__TT_4,off,0,route_end_time,direct_answer_with_warning,answerable,1,"Route 3 finishes at 1234.8 min. Route numbers in this response are sequential position indices (starting at 1), not necessarily the labels shown in the original plan.",route_indexing_ambiguity,fallback_to_d1,d1,True,no_llm_client,route_end_time,,answer_from_payload,False,,1.59,ANSWERED_USEFULLY,medium,"category-aligned intent=route_end_time, ev=1",,ANSWERED_USEFULLY,strict ok: specific intent route_end_time
OP-013,specific_diagnosis,Who's on route 2?,direct_answer,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,route_indexing_ambiguity,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.29,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (specific intent unrecognised)
OP-014,specific_diagnosis,Is the plan feasible?,direct_answer,PV,R202__OC_1,off,0,feasibility_status,direct_answer,answerable,5,The plan is feasible — all time window and capacity constraints are satisfied.,,fallback_to_d1,d1,True,no_llm_client,feasibility_status,,answer_from_payload,False,,0.19,ANSWERED_USEFULLY,high,"category-aligned intent=feasibility_status, ev=5",,ANSWERED_USEFULLY,strict ok: specific intent feasibility_status
OP-015,specific_diagnosis,What time does customer 5 arrive?,direct_answer,SCHEDULE,C105__TT_4,off,0,unknown,partial_answer_with_warning,partially_answerable,5,"I couldn't classify your question precisely, but here's what I can tell you about customer 5 regarding timing:
  • customer_schedule[customer_id=5].arrival: 15.1
  • customer_schedule[customer_id=5].start_service: 15.1
  • customer_schedule[customer_id=5].end_service: 105.1
  • customer_schedule[cus…",,fallback_to_d1,d1,True,no_llm_client,unknown,,partial_from_payload,True,timing,1.8,ANSWERED_PARTIALLY,medium,partial answer with 5 evidence items,,REFUSED_INCORRECTLY,"strict miss: specific question, intent=unknown"
OP-016,specific_diagnosis,Which route is customer 12 on?,direct_answer,STRUCT,C104__OC_2,off,0,single_customer_route_membership,direct_answer_with_warning,answerable,1,Customer 12 is on Route 2. Route membership reflects the perturbed plan; assignments may differ from what was expected before the change.,struct_membership_ambiguity,fallback_to_d1,d1,True,no_llm_client,single_customer_route_membership,,answer_from_payload,False,,0.41,ANSWERED_USEFULLY,medium,"category-aligned intent=single_customer_route_membership, ev=1",,ANSWERED_USEFULLY,strict ok: specific intent single_customer_route_membership
OP-017,specific_diagnosis,How many routes are we using?,direct_answer,STRUCT,C104__OC_2,off,0,route_count,direct_answer,answerable,1,Intent 'route_count' — no verbalizer implemented.,,fallback_to_d1,d1,True,no_llm_client,route_count,,answer_from_payload,False,,0.37,ANSWERED_USEFULLY,high,"category-aligned intent=route_count, ev=1",,ANSWERED_USEFULLY,strict ok: specific intent route_count
OP-018,specific_diagnosis,Are there any unserved customers?,direct_answer,PV,R202__OC_1,off,0,feasibility_status,direct_answer,answerable,5,The plan is feasible — all time window and capacity constraints are satisfied.,,fallback_to_d1,d1,True,no_llm_client,feasibility_status,,answer_from_payload,False,,0.19,ANSWERED_USEFULLY,high,"category-aligned intent=feasibility_status, ev=5",,ANSWERED_USEFULLY,strict ok: specific intent feasibility_status
OP-019,specific_diagnosis,List the routes.,direct_answer,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.29,REFUSED_INCORRECTLY,high,"expected=direct_answer, got useful_refusal (intent=unknown)",,REFUSED_LEGITIMATELY,refused (specific intent unrecognised)
OP-310,specific_diagnosis,are any customers late,direct_answer,SCHEDULE,C105__TT_4,off,0,lateness_summary,direct_answer,answerable,2,All customers are served on time — no late deliveries in this plan.,,fallback_to_d1,d1,True,no_llm_client,lateness_summary,,answer_from_payload,False,,1.46,ANSWERED_USEFULLY,high,"category-aligned intent=lateness_summary, ev=2",,ANSWERED_USEFULLY,strict ok: specific intent lateness_summary
OP-311,specific_diagnosis,tell me the total cost,direct_answer,OBJ,C202__TW_3,off,0,objective_value,direct_answer,answerable,2,The total cost of this plan is 591.6 (solomon_distance).,,fallback_to_d1,d1,True,no_llm_client,objective_value,,answer_from_payload,False,,0.16,ANSWERED_USEFULLY,high,"category-aligned intent=objective_value, ev=2",,ANSWERED_USEFULLY,strict ok: specific intent objective_value
OP-312,specific_diagnosis,Is customer 12 on the same route as customer 7?,direct_answer,STRUCT,C104__OC_2,off,0,same_route_boolean,direct_answer,answerable,1,No — customers 12 and 7 are not on the same route.,,fallback_to_d1,d1,True,no_llm_client,same_route_boolean,,answer_from_payload,False,,0.44,ANSWERED_USEFULLY,high,"category-aligned intent=same_route_boolean, ev=1",,ANSWERED_USEFULLY,strict ok: specific intent same_route_boolean
OP-020,prioritized_diagnosis,What's the worst route?,direct_answer_with_ranking,SCHEDULE,C105__TT_4,off,0,unknown,partial_answer_with_warning,partially_answerable,1,"No routes have any lateness — every customer is on time, so the lateness ranking is empty.

I interpreted 'worst' as 'lateness'. Other rankings are available — re-ask with one of these phrasings:
  - the longest routes by end time (end time)
  - the heaviest routes (most customers) (load)
  - the ro…",,fallback_to_d1,d1,True,no_llm_client,unknown,,partial_from_payload,True,ranking,1.63,ANSWERED_PARTIALLY,medium,partial answer with 1 evidence items,,ANSWERED_USEFULLY,ranking aspect fired (post-B1)
OP-020,prioritized_diagnosis,What's the worst route?,direct_answer_with_ranking,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.3,REFUSED_INCORRECTLY,high,"expected=direct_answer_with_ranking, got useful_refusal (intent=unknown)",,REFUSED_INCORRECTLY,refused but operator wants a ranked list (B1 gap)
OP-021,prioritized_diagnosis,Which customer is closest to their window edge?,direct_answer_with_ranking,SCHEDULE,C105__TT_4,off,0,unknown,partial_answer_with_warning,partially_answerable,3,"The top 3 customers by window_margin:
  1. Customer 47 — 0.2 min margin
  2. Customer 80 — 11.2 min margin
  3. Customer 79 — 27.3 min margin",,fallback_to_d1,d1,True,no_llm_client,unknown,,partial_from_payload,True,ranking,1.63,ANSWERED_PARTIALLY,medium,partial answer with 3 evidence items,,ANSWERED_USEFULLY,ranking aspect fired (post-B1)
OP-022,prioritized_diagnosis,Where's the most pain in this plan?,direct_answer_with_ranking,SCHEDULE,C105__TT_4,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,1.53,REFUSED_INCORRECTLY,high,"expected=direct_answer_with_ranking, got useful_refusal (intent=unknown)",,REFUSED_INCORRECTLY,refused but operator wants a ranked list (B1 gap)
OP-022,prioritized_diagnosis,Where's the most pain in this plan?,direct_answer_with_ranking,STRUCT,C104__OC_2,off,0,unknown,useful_refusal,not_answerable,0,This question cannot be answered from the current payload.,,fallback_to_d1,d1,True,no_llm_client,unknown,,clarification_needed,False,,0.28,REFUSED_INCORRECTLY,high,"expected=direct_answer_with_ranking, got useful_refusal (intent=unknown)",,REFUSED_INCORRECTLY,refused but operator wants a ranked list (B1 gap)
OP-023,prioritized_diagnosis,Which route has the least slack?,direct_answer_with_ranking,SCHEDULE,C105__TT_4,off,0,unknown,partial_answer_with_warning,partially_answerable,3,"The top 3 routes by slack:
  1. Route 3 — 1234.8 end time
  2. Route 10 — 1139.5 end time
  3. Route 9 — 1049.4 end time",,fallback_to_d1,d1,True,no_llm_client,unknown,,partial_from_payload,True,ranking,1.52,ANSWERED_PARTIALLY,medium,partial answer with 3 evidence items,,ANSWERED_USEFULLY,ranking aspect fired (post-B1)
